species,landscape,rep,it,numocc
ca_species1,LSS3,7,41,1859
ca_species1,LSS3,7,42,1879
ca_species1,LSS3,7,43,1824
ca_species1,LSS3,7,44,1821
ca_species1,LSS3,7,45,1807
ca_species1,LSS3,7,46,1778
ca_species1,LSS3,7,47,1767
ca_species1,LSS3,7,48,1741
ca_species1,LSS3,7,49,1744
ca_species1,LSS3,7,50,1756
ca_species1,LSS3,7,51,1749
ca_species1,LSS3,7,52,1775
ca_species1,LSS3,7,53,1749
ca_species1,LSS3,7,54,1761
ca_species1,LSS3,7,55,1744
ca_species1,LSS3,7,56,1759
ca_species1,LSS3,7,57,1701
ca_species1,LSS3,7,58,1704
ca_species1,LSS3,7,59,1733
ca_species1,LSS3,7,60,1701
ca_species1,LSS3,7,61,1711
ca_species1,LSS3,7,62,1720
ca_species1,LSS3,7,63,1719
ca_species1,LSS3,7,64,1722
ca_species1,LSS3,7,65,1732
ca_species1,LSS3,7,66,1744
ca_species1,LSS3,7,67,1742
ca_species1,LSS3,7,68,1711
ca_species1,LSS3,7,69,1687
ca_species1,LSS3,7,70,1695
ca_species1,LSS3,7,71,1718
ca_species1,LSS3,7,72,1676
ca_species1,LSS3,7,73,1680
ca_species1,LSS3,7,74,1737
ca_species1,LSS3,7,75,1750
ca_species1,LSS3,7,76,1762
ca_species1,LSS3,7,77,1729
ca_species1,LSS3,7,78,1741
ca_species1,LSS3,7,79,1755
ca_species1,LSS3,7,80,1770
ca_species1,LSS3,7,81,1800
ca_species1,LSS3,7,82,1756
ca_species1,LSS3,7,83,1747
ca_species1,LSS3,7,84,1788
ca_species1,LSS3,7,85,1779
ca_species1,LSS3,7,86,1750
ca_species1,LSS3,7,87,1727
ca_species1,LSS3,7,88,1726
ca_species1,LSS3,7,89,1729
ca_species1,LSS3,7,90,1724
ca_species1,LSS3,7,91,1715
ca_species1,LSS3,7,92,1717
ca_species1,LSS3,7,93,1670
ca_species1,LSS3,7,94,1643
ca_species1,LSS3,7,95,1659
ca_species1,LSS3,7,96,1695
ca_species1,LSS3,7,97,1688
ca_species1,LSS3,7,98,1698
ca_species1,LSS3,7,99,1705
ca_species1,LSS3,7,100,1756
ca_species1,LSS3,7,101,1772
ca_species1,LSS3,7,102,1751
ca_species1,LSS3,7,103,1725
ca_species1,LSS3,7,104,1689
ca_species1,LSS3,7,105,1706
ca_species1,LSS3,7,106,1685
ca_species1,LSS3,7,107,1654
ca_species1,LSS3,7,108,1628
ca_species1,LSS3,7,109,1608
ca_species1,LSS3,7,110,1621
ca_species1,LSS3,7,111,1668
ca_species1,LSS3,7,112,1640
ca_species1,LSS3,7,113,1662
ca_species1,LSS3,7,114,1669
ca_species1,LSS3,7,115,1700
ca_species1,LSS3,7,116,1695
ca_species1,LSS3,7,117,1694
ca_species1,LSS3,7,118,1645
ca_species1,LSS3,7,119,1633
ca_species1,LSS3,7,120,1662
ca_species1,LSS3,7,121,1613
ca_species1,LSS3,7,122,1564
ca_species1,LSS3,7,123,1546
ca_species1,LSS3,7,124,1512
ca_species1,LSS3,7,125,1534
ca_species1,LSS3,7,126,1516
ca_species1,LSS3,7,127,1542
ca_species1,LSS3,7,128,1562
ca_species1,LSS3,7,129,1532
ca_species1,LSS3,7,130,1537
ca_species1,LSS3,7,131,1528
ca_species1,LSS3,7,132,1496
ca_species1,LSS3,7,133,1448
ca_species1,LSS3,7,134,1492
ca_species1,LSS3,7,135,1523
ca_species1,LSS3,7,136,1555
ca_species1,LSS3,7,137,1565
ca_species1,LSS3,7,138,1561
ca_species1,LSS3,7,139,1593
ca_species1,LSS3,7,140,1563
ca_species1,LSS3,7,141,1527
ca_species1,LSS3,7,142,1507
ca_species1,LSS3,7,143,1511
ca_species1,LSS3,7,144,1522
ca_species1,LSS3,7,145,1515
ca_species1,LSS3,7,146,1548
ca_species1,LSS3,7,147,1566
ca_species1,LSS3,7,148,1509
ca_species1,LSS3,7,149,1518
ca_species1,LSS3,7,150,1476
ca_species1,LSS3,7,151,1492
ca_species1,LSS3,7,152,1484
ca_species1,LSS3,7,153,1493
ca_species1,LSS3,7,154,1520
ca_species1,LSS3,7,155,1515
ca_species1,LSS3,7,156,1511
ca_species1,LSS3,7,157,1514
ca_species1,LSS3,7,158,1558
ca_species1,LSS3,7,159,1546
ca_species1,LSS3,7,160,1564
ca_species1,LSS3,7,161,1534
ca_species1,LSS3,7,162,1535
ca_species1,LSS3,7,163,1533
ca_species1,LSS3,7,164,1540
ca_species1,LSS3,7,165,1536
ca_species1,LSS3,7,166,1563
ca_species1,LSS3,7,167,1537
ca_species1,LSS3,7,168,1545
ca_species1,LSS3,7,169,1513
ca_species1,LSS3,7,170,1533
ca_species1,LSS3,7,171,1525
ca_species1,LSS3,7,172,1564
ca_species1,LSS3,7,173,1570
ca_species1,LSS3,7,174,1537
ca_species1,LSS3,7,175,1539
ca_species1,LSS3,7,176,1531
ca_species1,LSS3,7,177,1502
ca_species1,LSS3,7,178,1525
ca_species1,LSS3,7,179,1534
ca_species1,LSS3,7,180,1541
ca_species1,LSS3,7,181,1531
ca_species1,LSS3,7,182,1556
ca_species1,LSS3,7,183,1530
ca_species1,LSS3,7,184,1504
ca_species1,LSS3,7,185,1524
ca_species1,LSS3,7,186,1531
ca_species1,LSS3,7,187,1546
ca_species1,LSS3,7,188,1551
ca_species1,LSS3,7,189,1554
ca_species1,LSS3,7,190,1592
ca_species1,LSS3,7,191,1582
ca_species1,LSS3,7,192,1581
ca_species1,LSS3,7,193,1595
ca_species1,LSS3,7,194,1585
ca_species1,LSS3,7,195,1553
ca_species1,LSS3,7,196,1576
ca_species1,LSS3,7,197,1570
ca_species1,LSS3,7,198,1525
ca_species1,LSS3,7,199,1516
ca_species1,LSS3,7,200,1519
ca_species1,LSS3,7,201,1529
ca_species1,LSS3,7,202,1511
ca_species1,LSS3,7,203,1486
ca_species1,LSS3,7,204,1473
ca_species1,LSS3,7,205,1523
ca_species1,LSS3,7,206,1519
ca_species1,LSS3,7,207,1494
ca_species1,LSS3,7,208,1474
ca_species1,LSS3,7,209,1480
ca_species1,LSS3,7,210,1458
ca_species1,LSS3,7,211,1478
ca_species1,LSS3,7,212,1490
ca_species1,LSS3,7,213,1499
ca_species1,LSS3,7,214,1491
ca_species1,LSS3,7,215,1485
ca_species1,LSS3,7,216,1489
ca_species1,LSS3,7,217,1542
ca_species1,LSS3,7,218,1507
ca_species1,LSS3,7,219,1494
ca_species1,LSS3,7,220,1493
ca_species1,LSS3,7,221,1507
ca_species1,LSS3,7,222,1452
ca_species1,LSS3,7,223,1440
ca_species1,LSS3,7,224,1445
ca_species1,LSS3,7,225,1451
ca_species1,LSS3,7,226,1511
ca_species1,LSS3,7,227,1521
ca_species1,LSS3,7,228,1554
ca_species1,LSS3,7,229,1550
ca_species1,LSS3,7,230,1543
ca_species1,LSS3,7,231,1579
ca_species1,LSS3,7,232,1572
ca_species1,LSS3,7,233,1571
ca_species1,LSS3,7,234,1607
ca_species1,LSS3,7,235,1576
ca_species1,LSS3,7,236,1586
ca_species1,LSS3,7,237,1592
ca_species1,LSS3,7,238,1585
ca_species1,LSS3,7,239,1559
ca_species1,LSS3,7,240,1525
ca_species1,LSS3,7,241,1560
ca_species1,LSS3,7,242,1539
ca_species1,LSS3,7,243,1522
ca_species1,LSS3,7,244,1477
ca_species1,LSS3,7,245,1488
ca_species1,LSS3,7,246,1471
ca_species1,LSS3,7,247,1500
ca_species1,LSS3,7,248,1524
ca_species1,LSS3,7,249,1545
ca_species1,LSS3,7,250,1566
ca_species1,LSS3,7,251,1530
ca_species1,LSS3,7,252,1493
ca_species1,LSS3,7,253,1522
ca_species1,LSS3,7,254,1492
ca_species1,LSS3,7,255,1503
ca_species1,LSS3,7,256,1526
ca_species1,LSS3,7,257,1488
ca_species1,LSS3,7,258,1457
ca_species1,LSS3,7,259,1444
ca_species1,LSS3,7,260,1450
ca_species1,LSS3,7,261,1409
ca_species1,LSS3,7,262,1407
ca_species1,LSS3,7,263,1420
ca_species1,LSS3,7,264,1415
ca_species1,LSS3,7,265,1445
ca_species1,LSS3,7,266,1479
ca_species1,LSS3,7,267,1492
ca_species1,LSS3,7,268,1485
ca_species1,LSS3,7,269,1472
ca_species1,LSS3,7,270,1477
ca_species1,LSS3,7,271,1456
ca_species1,LSS3,7,272,1475
ca_species1,LSS3,7,273,1466
ca_species1,LSS3,7,274,1496
ca_species1,LSS3,7,275,1493
ca_species1,LSS3,7,276,1442
ca_species1,LSS3,7,277,1387
ca_species1,LSS3,7,278,1387
ca_species1,LSS3,7,279,1425
ca_species1,LSS3,7,280,1446
ca_species1,LSS3,7,281,1458
ca_species1,LSS3,7,282,1449
ca_species1,LSS3,7,283,1449
ca_species1,LSS3,7,284,1427
ca_species1,LSS3,7,285,1424
ca_species1,LSS3,7,286,1435
ca_species1,LSS3,7,287,1405
ca_species1,LSS3,7,288,1416
ca_species1,LSS3,7,289,1387
ca_species1,LSS3,7,290,1369
ca_species1,LSS3,7,291,1311
ca_species1,LSS3,7,292,1302
ca_species1,LSS3,7,293,1344
ca_species1,LSS3,7,294,1292
ca_species1,LSS3,7,295,1280
ca_species1,LSS3,7,296,1277
ca_species1,LSS3,7,297,1303
ca_species1,LSS3,7,298,1309
ca_species1,LSS3,7,299,1307
ca_species1,LSS3,7,300,1290
ca_species1,LSS3,7,301,1261
ca_species1,LSS3,7,302,1279
ca_species1,LSS3,7,303,1260
ca_species1,LSS3,7,304,1283
ca_species1,LSS3,7,305,1317
ca_species1,LSS3,7,306,1291
ca_species1,LSS3,7,307,1328
ca_species1,LSS3,7,308,1335
ca_species1,LSS3,7,309,1339
ca_species1,LSS3,7,310,1340
ca_species1,LSS3,7,311,1390
ca_species1,LSS3,7,312,1353
ca_species1,LSS3,7,313,1353
ca_species1,LSS3,7,314,1322
ca_species1,LSS3,7,315,1365
ca_species1,LSS3,7,316,1373
ca_species1,LSS3,7,317,1349
ca_species1,LSS3,7,318,1333
ca_species1,LSS3,7,319,1318
ca_species1,LSS3,7,320,1297
ca_species1,LSS3,7,321,1322
ca_species1,LSS3,7,322,1321
ca_species1,LSS3,7,323,1328
ca_species1,LSS3,7,324,1335
ca_species1,LSS3,7,325,1301
ca_species1,LSS3,7,326,1365
ca_species1,LSS3,7,327,1377
ca_species1,LSS3,7,328,1373
ca_species1,LSS3,7,329,1423
ca_species1,LSS3,7,330,1387
ca_species1,LSS3,7,331,1398
ca_species1,LSS3,7,332,1380
ca_species1,LSS3,7,333,1360
ca_species1,LSS3,7,334,1332
ca_species1,LSS3,7,335,1319
ca_species1,LSS3,7,336,1343
ca_species1,LSS3,7,337,1381
ca_species1,LSS3,7,338,1393
ca_species1,LSS3,7,339,1399
ca_species1,LSS3,7,340,1405
ca_species1,LSS3,7,341,1434
ca_species1,LSS3,7,342,1444
ca_species1,LSS3,7,343,1454
ca_species1,LSS3,7,344,1427
ca_species1,LSS3,7,345,1429
ca_species1,LSS3,7,346,1422
ca_species1,LSS3,7,347,1421
ca_species1,LSS3,7,348,1410
ca_species1,LSS3,7,349,1380
ca_species1,LSS3,7,350,1378
ca_species1,LSS3,7,351,1381
ca_species1,LSS3,7,352,1376
ca_species1,LSS3,7,353,1403
ca_species1,LSS3,7,354,1392
ca_species1,LSS3,7,355,1414
ca_species1,LSS3,7,356,1395
ca_species1,LSS3,7,357,1407
ca_species1,LSS3,7,358,1395
ca_species1,LSS3,7,359,1403
ca_species1,LSS3,7,360,1419
ca_species1,LSS3,7,361,1433
ca_species1,LSS3,7,362,1445
ca_species1,LSS3,7,363,1392
ca_species1,LSS3,7,364,1381
ca_species1,LSS3,7,365,1385
ca_species1,LSS3,7,366,1441
ca_species1,LSS3,7,367,1450
ca_species1,LSS3,7,368,1425
ca_species1,LSS3,7,369,1415
ca_species1,LSS3,7,370,1406
ca_species1,LSS3,7,371,1424
ca_species1,LSS3,7,372,1426
ca_species1,LSS3,7,373,1423
ca_species1,LSS3,7,374,1415
ca_species1,LSS3,7,375,1410
ca_species1,LSS3,7,376,1374
ca_species1,LSS3,7,377,1370
ca_species1,LSS3,7,378,1355
ca_species1,LSS3,7,379,1395
ca_species1,LSS3,7,380,1397
ca_species1,LSS3,7,381,1367
ca_species1,LSS3,7,382,1358
ca_species1,LSS3,7,383,1366
ca_species1,LSS3,7,384,1337
ca_species1,LSS3,7,385,1347
ca_species1,LSS3,7,386,1326
ca_species1,LSS3,7,387,1346
ca_species1,LSS3,7,388,1328
ca_species1,LSS3,7,389,1352
ca_species1,LSS3,7,390,1345
ca_species1,LSS3,7,391,1365
ca_species1,LSS3,7,392,1396
ca_species1,LSS3,7,393,1383
ca_species1,LSS3,7,394,1389
ca_species1,LSS3,7,395,1391
ca_species1,LSS3,7,396,1369
ca_species1,LSS3,7,397,1366
ca_species1,LSS3,7,398,1387
ca_species1,LSS3,7,399,1369
ca_species1,LSS3,7,400,1387
ca_species1,LSS3,7,401,1412
ca_species1,LSS3,7,402,1399
ca_species1,LSS3,7,403,1394
ca_species1,LSS3,7,404,1374
ca_species1,LSS3,7,405,1383
ca_species1,LSS3,7,406,1353
ca_species1,LSS3,7,407,1327
ca_species1,LSS3,7,408,1339
ca_species1,LSS3,7,409,1389
ca_species1,LSS3,7,410,1382
ca_species1,LSS3,7,411,1390
ca_species1,LSS3,7,412,1383
ca_species1,LSS3,7,413,1362
ca_species1,LSS3,7,414,1361
ca_species1,LSS3,7,415,1382
ca_species1,LSS3,7,416,1328
ca_species1,LSS3,7,417,1324
ca_species1,LSS3,7,418,1322
ca_species1,LSS3,7,419,1330
ca_species1,LSS3,7,420,1367
ca_species1,LSS3,7,421,1383
ca_species1,LSS3,7,422,1381
ca_species1,LSS3,7,423,1370
ca_species1,LSS3,7,424,1374
ca_species1,LSS3,7,425,1312
ca_species1,LSS3,7,426,1323
ca_species1,LSS3,7,427,1309
ca_species1,LSS3,7,428,1341
ca_species1,LSS3,7,429,1367
ca_species1,LSS3,7,430,1405
ca_species1,LSS3,7,431,1392
ca_species1,LSS3,7,432,1402
ca_species1,LSS3,7,433,1404
ca_species1,LSS3,7,434,1423
ca_species1,LSS3,7,435,1418
ca_species1,LSS3,7,436,1456
ca_species1,LSS3,7,437,1436
ca_species1,LSS3,7,438,1457
ca_species1,LSS3,7,439,1442
ca_species1,LSS3,7,440,1470
ca_species1,LSS3,7,441,1523
ca_species1,LSS3,7,442,1512
ca_species1,LSS3,7,443,1505
ca_species1,LSS3,7,444,1531
ca_species1,LSS3,7,445,1509
ca_species1,LSS3,7,446,1466
ca_species1,LSS3,7,447,1435
ca_species1,LSS3,7,448,1426
ca_species1,LSS3,7,449,1400
ca_species1,LSS3,7,450,1428
ca_species1,LSS3,7,451,1397
ca_species1,LSS3,7,452,1399
ca_species1,LSS3,7,453,1447
ca_species1,LSS3,7,454,1447
ca_species1,LSS3,7,455,1463
ca_species1,LSS3,7,456,1485
ca_species1,LSS3,7,457,1447
ca_species1,LSS3,7,458,1412
ca_species1,LSS3,7,459,1442
ca_species1,LSS3,7,460,1402
ca_species1,LSS3,7,461,1399
ca_species1,LSS3,7,462,1399
ca_species1,LSS3,7,463,1396
ca_species1,LSS3,7,464,1408
ca_species1,LSS3,7,465,1408
ca_species1,LSS3,7,466,1449
ca_species1,LSS3,7,467,1440
ca_species1,LSS3,7,468,1439
ca_species1,LSS3,7,469,1420
ca_species1,LSS3,7,470,1424
ca_species1,LSS3,7,471,1386
ca_species1,LSS3,7,472,1382
ca_species1,LSS3,7,473,1423
ca_species1,LSS3,7,474,1440
ca_species1,LSS3,7,475,1456
ca_species1,LSS3,7,476,1461
ca_species1,LSS3,7,477,1449
ca_species1,LSS3,7,478,1406
ca_species1,LSS3,7,479,1416
ca_species1,LSS3,7,480,1394
ca_species1,LSS3,7,481,1454
ca_species1,LSS3,7,482,1454
ca_species1,LSS3,7,483,1468
ca_species1,LSS3,7,484,1445
ca_species1,LSS3,7,485,1435
ca_species1,LSS3,7,486,1474
ca_species1,LSS3,7,487,1501
ca_species1,LSS3,7,488,1534
ca_species1,LSS3,7,489,1514
ca_species1,LSS3,7,490,1520
ca_species1,LSS3,7,491,1509
ca_species1,LSS3,7,492,1497
ca_species1,LSS3,7,493,1481
ca_species1,LSS3,7,494,1469
ca_species1,LSS3,7,495,1449
ca_species1,LSS3,7,496,1444
ca_species1,LSS3,7,497,1437
ca_species1,LSS3,7,498,1452
ca_species1,LSS3,7,499,1459
ca_species1,LSS3,7,500,1410
ca_species1,LSS3,8,1,53130
ca_species1,LSS3,8,2,28333
ca_species1,LSS3,8,3,17999
ca_species1,LSS3,8,4,12700
ca_species1,LSS3,8,5,9791
ca_species1,LSS3,8,6,7851
ca_species1,LSS3,8,7,6645
ca_species1,LSS3,8,8,5688
ca_species1,LSS3,8,9,4968
ca_species1,LSS3,8,10,4553
ca_species1,LSS3,8,11,4151
ca_species1,LSS3,8,12,3854
ca_species1,LSS3,8,13,3592
ca_species1,LSS3,8,14,3339
ca_species1,LSS3,8,15,3126
ca_species1,LSS3,8,16,2962
ca_species1,LSS3,8,17,2837
ca_species1,LSS3,8,18,2706
ca_species1,LSS3,8,19,2639
ca_species1,LSS3,8,20,2531
ca_species1,LSS3,8,21,2465
ca_species1,LSS3,8,22,2410
ca_species1,LSS3,8,23,2334
ca_species1,LSS3,8,24,2285
ca_species1,LSS3,8,25,2217
ca_species1,LSS3,8,26,2164
ca_species1,LSS3,8,27,2147
ca_species1,LSS3,8,28,2150
ca_species1,LSS3,8,29,2088
ca_species1,LSS3,8,30,2031
ca_species1,LSS3,8,31,2023
ca_species1,LSS3,8,32,1978
ca_species1,LSS3,8,33,2018
ca_species1,LSS3,8,34,1981
ca_species1,LSS3,8,35,1963
ca_species1,LSS3,8,36,1937
ca_species1,LSS3,8,37,1933
ca_species1,LSS3,8,38,1906
ca_species1,LSS3,8,39,1907
ca_species1,LSS3,8,40,1877
ca_species1,LSS3,8,41,1883
ca_species1,LSS3,8,42,1863
ca_species1,LSS3,8,43,1912
ca_species1,LSS3,8,44,1871
ca_species1,LSS3,8,45,1866
ca_species1,LSS3,8,46,1855
ca_species1,LSS3,8,47,1872
ca_species1,LSS3,8,48,1877
ca_species1,LSS3,8,49,1868
ca_species1,LSS3,8,50,1803
ca_species1,LSS3,8,51,1828
ca_species1,LSS3,8,52,1805
ca_species1,LSS3,8,53,1798
ca_species1,LSS3,8,54,1813
ca_species1,LSS3,8,55,1801
ca_species1,LSS3,8,56,1787
ca_species1,LSS3,8,57,1750
ca_species1,LSS3,8,58,1764
ca_species1,LSS3,8,59,1727
ca_species1,LSS3,8,60,1690
ca_species1,LSS3,8,61,1674
ca_species1,LSS3,8,62,1719
ca_species1,LSS3,8,63,1704
ca_species1,LSS3,8,64,1703
ca_species1,LSS3,8,65,1689
ca_species1,LSS3,8,66,1732
ca_species1,LSS3,8,67,1676
ca_species1,LSS3,8,68,1638
ca_species1,LSS3,8,69,1630
ca_species1,LSS3,8,70,1622
ca_species1,LSS3,8,71,1648
ca_species1,LSS3,8,72,1662
ca_species1,LSS3,8,73,1641
ca_species1,LSS3,8,74,1605
ca_species1,LSS3,8,75,1584
ca_species1,LSS3,8,76,1594
ca_species1,LSS3,8,77,1635
ca_species1,LSS3,8,78,1636
ca_species1,LSS3,8,79,1615
ca_species1,LSS3,8,80,1606
ca_species1,LSS3,8,81,1592
ca_species1,LSS3,8,82,1553
ca_species1,LSS3,8,83,1563
ca_species1,LSS3,8,84,1592
ca_species1,LSS3,8,85,1575
ca_species1,LSS3,8,86,1585
ca_species1,LSS3,8,87,1616
ca_species1,LSS3,8,88,1658
ca_species1,LSS3,8,89,1645
ca_species1,LSS3,8,90,1630
ca_species1,LSS3,8,91,1615
ca_species1,LSS3,8,92,1621
ca_species1,LSS3,8,93,1642
ca_species1,LSS3,8,94,1616
ca_species1,LSS3,8,95,1603
ca_species1,LSS3,8,96,1608
ca_species1,LSS3,8,97,1583
ca_species1,LSS3,8,98,1570
ca_species1,LSS3,8,99,1546
ca_species1,LSS3,8,100,1574
ca_species1,LSS3,8,101,1619
ca_species1,LSS3,8,102,1646
ca_species1,LSS3,8,103,1666
ca_species1,LSS3,8,104,1657
ca_species1,LSS3,8,105,1671
ca_species1,LSS3,8,106,1654
ca_species1,LSS3,8,107,1657
ca_species1,LSS3,8,108,1689
ca_species1,LSS3,8,109,1677
ca_species1,LSS3,8,110,1642
ca_species1,LSS3,8,111,1638
ca_species1,LSS3,8,112,1621
ca_species1,LSS3,8,113,1628
ca_species1,LSS3,8,114,1604
ca_species1,LSS3,8,115,1573
ca_species1,LSS3,8,116,1542
ca_species1,LSS3,8,117,1512
ca_species1,LSS3,8,118,1525
ca_species1,LSS3,8,119,1560
ca_species1,LSS3,8,120,1552
ca_species1,LSS3,8,121,1594
ca_species1,LSS3,8,122,1611
ca_species1,LSS3,8,123,1602
ca_species1,LSS3,8,124,1577
ca_species1,LSS3,8,125,1556
ca_species1,LSS3,8,126,1534
ca_species1,LSS3,8,127,1553
ca_species1,LSS3,8,128,1549
ca_species1,LSS3,8,129,1557
ca_species1,LSS3,8,130,1546
ca_species1,LSS3,8,131,1552
ca_species1,LSS3,8,132,1551
ca_species1,LSS3,8,133,1531
ca_species1,LSS3,8,134,1568
ca_species1,LSS3,8,135,1562
ca_species1,LSS3,8,136,1545
ca_species1,LSS3,8,137,1524
ca_species1,LSS3,8,138,1491
ca_species1,LSS3,8,139,1492
ca_species1,LSS3,8,140,1517
ca_species1,LSS3,8,141,1532
ca_species1,LSS3,8,142,1534
ca_species1,LSS3,8,143,1555
ca_species1,LSS3,8,144,1578
ca_species1,LSS3,8,145,1567
ca_species1,LSS3,8,146,1525
ca_species1,LSS3,8,147,1531
ca_species1,LSS3,8,148,1552
ca_species1,LSS3,8,149,1576
ca_species1,LSS3,8,150,1583
ca_species1,LSS3,8,151,1575
ca_species1,LSS3,8,152,1558
ca_species1,LSS3,8,153,1607
ca_species1,LSS3,8,154,1609
ca_species1,LSS3,8,155,1594
ca_species1,LSS3,8,156,1587
ca_species1,LSS3,8,157,1576
ca_species1,LSS3,8,158,1573
ca_species1,LSS3,8,159,1580
ca_species1,LSS3,8,160,1596
ca_species1,LSS3,8,161,1567
ca_species1,LSS3,8,162,1572
ca_species1,LSS3,8,163,1569
ca_species1,LSS3,8,164,1539
ca_species1,LSS3,8,165,1575
ca_species1,LSS3,8,166,1519
ca_species1,LSS3,8,167,1535
ca_species1,LSS3,8,168,1535
ca_species1,LSS3,8,169,1569
ca_species1,LSS3,8,170,1580
ca_species1,LSS3,8,171,1572
ca_species1,LSS3,8,172,1587
ca_species1,LSS3,8,173,1560
ca_species1,LSS3,8,174,1593
ca_species1,LSS3,8,175,1613
ca_species1,LSS3,8,176,1590
ca_species1,LSS3,8,177,1559
ca_species1,LSS3,8,178,1564
ca_species1,LSS3,8,179,1547
ca_species1,LSS3,8,180,1579
ca_species1,LSS3,8,181,1582
ca_species1,LSS3,8,182,1596
ca_species1,LSS3,8,183,1604
ca_species1,LSS3,8,184,1610
ca_species1,LSS3,8,185,1604
ca_species1,LSS3,8,186,1585
ca_species1,LSS3,8,187,1638
ca_species1,LSS3,8,188,1607
ca_species1,LSS3,8,189,1579
ca_species1,LSS3,8,190,1634
ca_species1,LSS3,8,191,1639
ca_species1,LSS3,8,192,1641
ca_species1,LSS3,8,193,1615
ca_species1,LSS3,8,194,1620
ca_species1,LSS3,8,195,1611
ca_species1,LSS3,8,196,1616
ca_species1,LSS3,8,197,1553
ca_species1,LSS3,8,198,1586
ca_species1,LSS3,8,199,1582
ca_species1,LSS3,8,200,1580
ca_species1,LSS3,8,201,1605
ca_species1,LSS3,8,202,1627
ca_species1,LSS3,8,203,1645
ca_species1,LSS3,8,204,1634
ca_species1,LSS3,8,205,1632
ca_species1,LSS3,8,206,1631
ca_species1,LSS3,8,207,1649
ca_species1,LSS3,8,208,1658
ca_species1,LSS3,8,209,1687
ca_species1,LSS3,8,210,1672
ca_species1,LSS3,8,211,1677
ca_species1,LSS3,8,212,1674
ca_species1,LSS3,8,213,1675
ca_species1,LSS3,8,214,1701
ca_species1,LSS3,8,215,1697
ca_species1,LSS3,8,216,1686
ca_species1,LSS3,8,217,1680
ca_species1,LSS3,8,218,1654
ca_species1,LSS3,8,219,1654
ca_species1,LSS3,8,220,1697
ca_species1,LSS3,8,221,1655
ca_species1,LSS3,8,222,1623
ca_species1,LSS3,8,223,1626
ca_species1,LSS3,8,224,1643
ca_species1,LSS3,8,225,1644
ca_species1,LSS3,8,226,1654
ca_species1,LSS3,8,227,1645
ca_species1,LSS3,8,228,1619
ca_species1,LSS3,8,229,1596
ca_species1,LSS3,8,230,1609
ca_species1,LSS3,8,231,1614
ca_species1,LSS3,8,232,1644
ca_species1,LSS3,8,233,1646
ca_species1,LSS3,8,234,1609
ca_species1,LSS3,8,235,1595
ca_species1,LSS3,8,236,1630
ca_species1,LSS3,8,237,1613
ca_species1,LSS3,8,238,1581
ca_species1,LSS3,8,239,1644
ca_species1,LSS3,8,240,1605
ca_species1,LSS3,8,241,1576
ca_species1,LSS3,8,242,1569
ca_species1,LSS3,8,243,1582
ca_species1,LSS3,8,244,1514
ca_species1,LSS3,8,245,1519
ca_species1,LSS3,8,246,1512
ca_species1,LSS3,8,247,1508
ca_species1,LSS3,8,248,1526
ca_species1,LSS3,8,249,1500
ca_species1,LSS3,8,250,1510
ca_species1,LSS3,8,251,1498
ca_species1,LSS3,8,252,1510
ca_species1,LSS3,8,253,1469
ca_species1,LSS3,8,254,1482
ca_species1,LSS3,8,255,1443
ca_species1,LSS3,8,256,1426
ca_species1,LSS3,8,257,1482
ca_species1,LSS3,8,258,1475
ca_species1,LSS3,8,259,1524
ca_species1,LSS3,8,260,1509
ca_species1,LSS3,8,261,1501
ca_species1,LSS3,8,262,1472
ca_species1,LSS3,8,263,1495
ca_species1,LSS3,8,264,1513
ca_species1,LSS3,8,265,1537
ca_species1,LSS3,8,266,1524
ca_species1,LSS3,8,267,1532
ca_species1,LSS3,8,268,1566
ca_species1,LSS3,8,269,1572
ca_species1,LSS3,8,270,1591
ca_species1,LSS3,8,271,1606
ca_species1,LSS3,8,272,1580
ca_species1,LSS3,8,273,1635
ca_species1,LSS3,8,274,1616
ca_species1,LSS3,8,275,1613
ca_species1,LSS3,8,276,1616
ca_species1,LSS3,8,277,1608
ca_species1,LSS3,8,278,1555
ca_species1,LSS3,8,279,1565
ca_species1,LSS3,8,280,1556
ca_species1,LSS3,8,281,1543
ca_species1,LSS3,8,282,1524
ca_species1,LSS3,8,283,1527
ca_species1,LSS3,8,284,1534
ca_species1,LSS3,8,285,1569
ca_species1,LSS3,8,286,1574
ca_species1,LSS3,8,287,1548
ca_species1,LSS3,8,288,1497
ca_species1,LSS3,8,289,1482
ca_species1,LSS3,8,290,1485
ca_species1,LSS3,8,291,1538
ca_species1,LSS3,8,292,1541
ca_species1,LSS3,8,293,1508
ca_species1,LSS3,8,294,1523
ca_species1,LSS3,8,295,1546
ca_species1,LSS3,8,296,1554
ca_species1,LSS3,8,297,1544
ca_species1,LSS3,8,298,1528
ca_species1,LSS3,8,299,1518
ca_species1,LSS3,8,300,1551
ca_species1,LSS3,8,301,1559
ca_species1,LSS3,8,302,1580
ca_species1,LSS3,8,303,1584
ca_species1,LSS3,8,304,1542
ca_species1,LSS3,8,305,1538
ca_species1,LSS3,8,306,1515
ca_species1,LSS3,8,307,1501
ca_species1,LSS3,8,308,1465
ca_species1,LSS3,8,309,1492
ca_species1,LSS3,8,310,1519
ca_species1,LSS3,8,311,1523
ca_species1,LSS3,8,312,1565
ca_species1,LSS3,8,313,1505
ca_species1,LSS3,8,314,1454
ca_species1,LSS3,8,315,1468
ca_species1,LSS3,8,316,1472
